pH,EC,Total Hardness,Ca,Mg,Cl,SO4,NO3,F,Potable,WQI,WQI_Category
7.08,582.0,110.0,28.0,10.0,64.0,22.0,28.0,0.1,1,49.97158073105785,Excellent
7.42,1500.0,240.0,44.0,32.0,284.0,36.0,61.0,0.02,0,110.30491406439117,Poor
7.85,1640.0,200.0,24.0,34.0,213.0,51.0,60.0,0.6,0,114.89281045751633,Poor
7.39,1250.0,150.0,20.0,24.0,156.0,50.0,70.0,2.45,0,123.01704187847979,Poor
7.7,710.0,210.0,52.0,19.0,57.0,5.0,11.0,0.1,0,58.283902202856446,Good
7.11,1890.0,450.0,116.0,39.0,347.0,187.0,130.0,0.65,0,188.22241587993224,Poor
7.7,3000.0,400.0,56.0,63.0,702.0,250.0,18.0,4.0,0,221.4855482933914,Very Poor
7.76,10800.0,1400.0,160.0,243.0,2250.0,1180.0,550.0,8.8,0,910.2604696199468,Unsuitable
7.87,3820.0,300.0,60.0,36.0,993.0,182.0,11.0,1.41,0,198.16538368433794,Poor
7.84,5500.0,770.0,148.0,97.0,1375.0,605.0,17.0,1.15,0,327.60590656015495,Unsuitable
8.07,9600.0,340.0,56.0,49.0,2850.0,240.0,300.0,11.0,0,641.995642701525,Unsuitable
8.08,4020.0,150.0,24.0,22.0,482.0,150.0,180.0,13.5,0,386.9154684095861,Unsuitable
7.55,2500.0,790.0,144.0,105.0,460.0,320.0,17.0,1.3,0,220.94577584120066,Very Poor
7.29,1290.0,230.0,52.0,24.0,262.0,126.0,18.0,1.4,0,104.69615105301379,Poor
7.58,2670.0,570.0,156.0,44.0,418.0,245.0,240.0,1.55,0,282.9661583151779,Very Poor
7.87,3380.0,560.0,60.0,100.0,199.0,760.0,32.0,2.3,0,242.960445412733,Very Poor
7.87,4560.0,610.0,124.0,73.0,893.0,702.0,35.0,1.88,0,288.8197046719922,Very Poor
8.51,7010.0,500.0,60.0,85.0,1773.0,310.0,90.0,3.95,0,398.46797385620914,Unsuitable
7.22,488.0,200.0,36.0,27.0,78.0,60.0,17.0,0.4,1,61.25325587024934,Good
7.38,12200.0,1860.0,264.0,292.0,3474.0,550.0,290.0,5.5,0,868.8050351004598,Unsuitable
8.0,5320.0,400.0,56.0,63.0,1219.0,489.0,140.0,5.35,0,370.07373517308156,Unsuitable
7.84,5770.0,360.0,48.0,58.0,1060.0,370.0,410.0,0.9,0,422.8404744613895,Unsuitable
8.02,5000.0,420.0,20.0,90.0,1461.0,95.0,80.0,1.45,0,287.7059791817962,Very Poor
7.9,2360.0,290.0,80.0,22.0,390.0,185.0,82.0,1.8,0,175.64173323650448,Poor
7.55,6260.0,1530.0,200.0,250.0,1482.0,350.0,450.0,1.1,0,624.0091503267976,Unsuitable
7.94,3310.0,330.0,52.0,49.0,650.0,335.0,35.0,2.6,0,211.0016945049625,Very Poor
8.33,3930.0,120.0,32.0,10.0,383.0,140.0,33.0,17.0,0,359.39753086419756,Unsuitable
8.18,2710.0,150.0,16.0,27.0,369.0,150.0,37.0,8.8,0,235.10302590171872,Very Poor
8.18,2770.0,190.0,28.0,29.0,411.0,250.0,100.0,5.9,0,236.39685306221256,Very Poor
8.1,8530.0,750.0,80.0,134.0,2340.0,350.0,23.0,5.8,0,484.19051077221013,Unsuitable
7.64,9630.0,1200.0,180.0,182.0,2056.0,650.0,880.0,4.3,0,905.3954006293875,Unsuitable
8.21,3040.0,690.0,24.0,153.0,425.0,260.0,50.0,10.5,0,353.1999515855725,Unsuitable
7.19,8570.0,1320.0,200.0,199.0,2375.0,412.0,79.0,1.12,0,526.5044783345437,Unsuitable
7.34,250.0,180.0,40.0,19.0,35.0,45.0,8.0,0.25,1,44.61462115710482,Excellent
7.65,5670.0,700.0,136.0,88.0,1560.0,440.0,24.0,1.95,0,334.7654320987654,Unsuitable
8.16,2800.0,220.0,40.0,29.0,418.0,105.0,100.0,2.9,0,198.36460905349796,Poor
7.52,5400.0,680.0,96.0,107.0,1333.0,486.0,18.0,1.1,0,310.000290486565,Unsuitable
7.75,3120.0,380.0,52.0,61.0,666.0,270.0,6.0,1.26,0,182.95628177196807,Poor
8.28,4180.0,190.0,36.0,24.0,666.0,220.0,30.0,10.0,0,298.8872912127814,Very Poor
7.65,3790.0,270.0,64.0,27.0,490.0,680.0,60.0,1.6,0,218.87654320987647,Very Poor
7.9,1280.0,250.0,60.0,24.0,206.0,153.0,75.0,0.65,0,120.81539578794481,Poor
8.29,22500.0,1900.0,120.0,389.0,7232.0,1140.0,22.0,5.2,0,1159.9420963447108,Unsuitable
8.1,5250.0,220.0,36.0,32.0,1276.0,350.0,18.0,9.75,0,344.64400871459696,Unsuitable
7.57,23910.0,2100.0,280.0,340.0,7728.0,750.0,150.0,6.2,0,1276.0685548293393,Unsuitable
7.36,530.0,220.0,76.0,7.0,78.0,10.0,7.0,0.2,0,53.605712902444935,Good
7.22,25000.0,6100.0,880.0,948.0,12500.0,802.0,48.0,4.1,0,1914.3907044299199,Unsuitable
8.06,2330.0,150.0,24.0,22.0,227.0,202.0,70.0,2.4,0,157.23548777535706,Poor
7.76,3950.0,110.0,24.0,12.0,879.0,445.0,12.0,13.0,0,326.36252723311543,Unsuitable
7.92,4460.0,400.0,60.0,61.0,1432.0,75.0,55.0,4.7,0,296.59496489954006,Very Poor
8.74,7290.0,400.0,100.0,36.0,1524.0,250.0,150.0,15.8,0,549.1918663761801,Unsuitable
7.87,4700.0,250.0,48.0,32.0,986.0,598.0,9.0,1.8,0,233.04851125635437,Very Poor
7.56,2100.0,520.0,100.0,66.0,496.0,165.0,42.0,0.34,0,168.87712418300654,Poor
7.46,4370.0,100.0,24.0,10.0,850.0,899.0,2.0,0.35,1,190.842653110627,Poor
7.7,3000.0,400.0,56.0,63.0,702.0,250.0,18.0,4.0,0,221.4855482933914,Very Poor
7.77,4360.0,400.0,56.0,63.0,737.0,225.0,150.0,1.29,0,276.1021060275963,Very Poor
7.97,8120.0,600.0,180.0,36.0,2020.0,350.0,80.0,17.2,0,598.8549987896394,Unsuitable
7.19,4500.0,580.0,152.0,49.0,1234.0,335.0,55.0,1.65,0,282.24028080367947,Very Poor
7.76,16800.0,1100.0,100.0,207.0,5318.0,490.0,165.0,1.4,0,835.0736383442265,Unsuitable
7.82,10000.0,600.0,180.0,36.0,2907.0,1150.0,95.0,3.1,0,533.1539094650207,Unsuitable
8.56,18000.0,1300.0,200.0,195.0,5530.0,502.0,300.0,5.8,0,1003.4843863471315,Unsuitable
7.86,13390.0,1600.0,120.0,316.0,3520.0,1150.0,90.0,8.9,0,854.9731299927378,Unsuitable
7.07,23220.0,4800.0,920.0,608.0,7161.0,1780.0,2.0,1.35,0,1503.2361171629145,Unsuitable
7.56,4580.0,880.0,184.0,102.0,1262.0,450.0,65.0,0.7,0,323.05078673444694,Unsuitable
7.86,2440.0,270.0,52.0,34.0,425.0,165.0,160.0,1.7,0,207.92786250302592,Very Poor
7.48,6580.0,400.0,56.0,63.0,1520.0,740.0,75.0,4.0,0,375.53086419753083,Unsuitable
7.92,3560.0,600.0,92.0,90.0,808.0,365.0,60.0,1.75,0,258.85504720406675,Very Poor
7.95,2050.0,170.0,40.0,17.0,404.0,135.0,34.0,1.25,1,125.60629387557492,Poor
8.21,1920.0,180.0,32.0,24.0,369.0,137.0,27.0,1.2,1,120.12505446623092,Poor
7.72,4025.0,550.0,92.0,78.0,1120.0,86.0,50.0,1.45,0,254.03219559428706,Very Poor
8.27,2220.0,190.0,28.0,29.0,418.0,152.0,60.0,1.2,0,144.98721859114016,Poor
7.96,2050.0,240.0,32.0,39.0,425.0,32.0,50.0,1.65,0,144.79690147664004,Poor
7.37,8810.0,1100.0,400.0,24.0,2836.0,185.0,90.0,2.1,0,507.05722585330426,Unsuitable
8.5,14540.0,2200.0,400.0,292.0,4750.0,620.0,42.0,1.5,0,855.5555555555557,Unsuitable
7.78,4720.0,500.0,84.0,71.0,1092.0,124.0,380.0,3.7,0,428.84744613894946,Unsuitable
8.1,2270.0,210.0,32.0,32.0,496.0,174.0,16.0,1.65,0,139.46293875574924,Poor
7.85,5020.0,490.0,76.0,73.0,1262.0,363.0,50.0,1.2,0,282.5380779472283,Very Poor
7.85,3130.0,270.0,48.0,36.0,780.0,190.0,44.0,1.6,0,187.57758412006774,Poor
8.45,930.0,180.0,36.0,22.0,148.0,101.0,36.0,0.97,1,88.72432824981843,Good
7.75,3160.0,540.0,80.0,83.0,461.0,340.0,128.0,1.05,0,249.26080852093926,Very Poor
7.97,3670.0,330.0,52.0,49.0,553.0,518.0,14.0,1.52,0,201.84512224642944,Very Poor
7.81,4340.0,690.0,100.0,107.0,674.0,98.0,398.0,1.12,0,407.95754054708306,Unsuitable
8.02,4540.0,230.0,32.0,36.0,767.0,264.0,114.0,3.9,0,277.5051561365287,Very Poor
7.67,1440.0,250.0,64.0,22.0,213.0,81.0,63.0,0.83,0,119.24212055192447,Poor
7.59,1790.0,280.0,40.0,44.0,376.0,194.0,0.0,0.9,0,118.02672476397967,Poor
7.93,1200.0,205.0,32.0,30.0,199.0,91.0,0.0,1.27,0,88.72672476397966,Good
7.92,1650.0,550.0,80.0,85.0,213.0,144.0,89.0,0.14,0,171.5299443234084,Poor
6.98,5450.0,1820.0,360.0,223.0,1134.0,927.0,73.0,0.15,0,477.51406439118864,Unsuitable
7.62,7000.0,1200.0,272.0,126.0,1602.0,996.0,1.0,0.42,0,423.0619220527717,Unsuitable
7.42,2300.0,350.0,80.0,36.0,298.0,240.0,159.0,0.2,0,193.5057371096587,Poor
7.55,1920.0,250.0,24.0,46.0,156.0,370.0,14.0,0.64,0,120.4568869523118,Poor
7.64,4010.0,680.0,80.0,117.0,241.0,738.0,545.0,1.99,0,481.95507141128064,Unsuitable
7.92,4500.0,400.0,48.0,68.0,993.0,603.0,46.0,3.2,0,282.72335996126844,Very Poor
7.94,9600.0,750.0,48.0,153.0,2588.0,468.0,230.0,4.6,0,594.8560154926167,Unsuitable
7.34,3850.0,380.0,72.0,49.0,908.0,324.0,55.0,2.48,0,243.5389009924958,Very Poor
7.94,6230.0,550.0,48.0,105.0,1390.0,744.0,260.0,2.65,0,445.7547809247156,Unsuitable
7.89,9310.0,650.0,60.0,122.0,2750.0,215.0,95.0,5.8,0,527.0815783103365,Unsuitable
8.1,10000.0,800.0,64.0,156.0,2730.0,1127.0,290.0,2.82,0,642.4621157104817,Unsuitable
7.78,2590.0,320.0,40.0,54.0,418.0,178.0,22.0,1.7,0,163.45320745582183,Poor
7.69,1415.0,330.0,48.0,51.0,206.0,177.0,98.0,0.74,0,148.09740982812878,Poor
7.69,1415.0,330.0,48.0,51.0,206.0,177.0,98.0,0.74,0,148.09740982812878,Poor
8.38,370.0,120.0,32.0,10.0,35.0,48.0,6.0,0.45,1,42.38925199709514,Excellent
7.6,6826.0,1840.0,144.0,360.0,1808.0,1582.0,50.0,0.95,0,576.5226821592834,Unsuitable
7.35,12800.0,2400.0,448.0,311.0,4041.0,1315.0,8.0,1.3,0,825.1221011861534,Unsuitable
7.4,20250.0,2500.0,432.0,345.0,6452.0,2268.0,38.0,1.0,0,1140.2693778746066,Unsuitable
7.4,20250.0,2500.0,432.0,345.0,6452.0,2268.0,38.0,1.0,0,1140.2693778746066,Unsuitable
7.8,2020.0,380.0,64.0,54.0,319.0,156.0,52.0,1.65,0,164.26569837811664,Poor
7.51,7400.0,1050.0,200.0,134.0,2198.0,450.0,42.0,1.78,0,447.9051561365287,Unsuitable
8.03,1450.0,130.0,20.0,19.0,390.0,200.0,39.0,0.98,1,107.13362381989833,Poor
7.59,6375.0,1070.0,104.0,197.0,1602.0,674.0,37.0,1.58,0,418.99874122488507,Unsuitable
7.69,4020.0,750.0,60.0,146.0,694.0,347.0,243.0,1.34,0,360.54843863471314,Unsuitable
7.82,4550.0,310.0,40.0,51.0,673.0,489.0,193.0,3.82,0,325.8337448559671,Unsuitable
7.6,8650.0,700.0,48.0,141.0,2517.0,398.0,30.0,2.2,0,447.2502541757444,Unsuitable
7.6,8650.0,700.0,48.0,141.0,2517.0,398.0,30.0,2.2,0,447.2502541757444,Unsuitable
7.89,5650.0,420.0,32.0,83.0,1461.0,205.0,6.0,1.4,0,275.83137254901965,Very Poor
7.43,9300.0,1250.0,96.0,246.0,2765.0,595.0,26.0,2.0,0,550.236262406197,Unsuitable
7.61,7720.0,750.0,32.0,163.0,2198.0,385.0,15.0,2.1,0,415.5108206245461,Unsuitable
7.49,9100.0,900.0,88.0,165.0,2552.0,558.0,44.0,1.8,0,491.97743887678524,Unsuitable
7.66,4670.0,350.0,64.0,46.0,1305.0,270.0,10.0,3.8,0,267.64245945291697,Very Poor
7.66,4670.0,350.0,64.0,46.0,1305.0,270.0,10.0,3.8,0,267.64245945291697,Very Poor
8.18,4800.0,240.0,32.0,39.0,709.0,702.0,240.0,7.5,0,396.5310094408133,Unsuitable
7.72,5630.0,440.0,64.0,68.0,1276.0,690.0,26.0,2.87,0,314.34577584120063,Unsuitable
7.3,8230.0,2500.0,680.0,195.0,1950.0,1210.0,180.0,3.3,0,738.8307915758896,Unsuitable
7.86,6100.0,360.0,16.0,78.0,1305.0,660.0,60.0,5.2,0,360.72621641249094,Unsuitable
8.04,6740.0,240.0,32.0,39.0,993.0,820.0,500.0,10.0,0,594.955507141128,Unsuitable
7.63,7525.0,800.0,104.0,131.0,1871.0,816.0,38.0,0.45,0,407.674751876059,Unsuitable
7.72,2000.0,230.0,44.0,29.0,425.0,120.0,1.0,0.95,0,115.32437666424595,Poor
7.68,5620.0,540.0,72.0,88.0,1248.0,419.0,225.0,1.45,0,381.7076252723312,Unsuitable
8.23,1090.0,190.0,32.0,27.0,106.0,15.0,66.0,1.2,0,105.05359477124182,Poor
7.68,5620.0,540.0,72.0,88.0,1248.0,419.0,225.0,1.45,0,381.7076252723312,Unsuitable
8.05,1100.0,200.0,24.0,34.0,113.0,17.0,12.0,1.85,0,93.19055918663761,Good
7.92,8200.0,900.0,120.0,146.0,2233.0,497.0,32.0,2.29,0,457.233648027112,Unsuitable
7.7,1227.0,220.0,32.0,34.0,78.0,74.0,233.0,0.28,0,170.95550714112804,Poor
8.14,1300.0,60.0,8.0,10.0,170.0,111.0,2.0,1.8,0,79.60808520939241,Good
7.66,1770.0,530.0,44.0,102.0,305.0,220.0,40.0,0.2,0,160.23505204550955,Poor
7.95,1330.0,230.0,24.0,41.0,121.0,45.0,25.0,1.57,0,106.20876301137739,Poor
7.34,2850.0,660.0,128.0,83.0,695.0,190.0,60.0,1.5,0,233.97676107480024,Very Poor
7.96,2790.0,350.0,36.0,63.0,482.0,40.0,26.0,4.5,0,205.95492616799805,Very Poor
8.08,1250.0,120.0,20.0,17.0,213.0,91.0,7.0,5.73,0,137.13439845073833,Poor
7.9,5940.0,540.0,80.0,83.0,1163.0,450.0,67.0,3.3,0,345.58247397724523,Unsuitable
8.03,4840.0,290.0,12.0,63.0,1050.0,740.0,22.0,3.2,0,274.80440571290245,Very Poor
7.59,8280.0,1650.0,360.0,182.0,2260.0,840.0,2.0,3.4,0,564.3386589203584,Unsuitable
8.04,4910.0,310.0,28.0,58.0,964.0,205.0,12.0,3.2,0,251.69295570079882,Very Poor
8.23,2670.0,140.0,32.0,15.0,461.0,10.0,90.0,4.7,0,200.26347131445175,Very Poor
7.5,4980.0,1080.0,196.0,143.0,851.0,730.0,258.0,1.98,0,454.3680464778504,Unsuitable
7.68,2050.0,220.0,52.0,22.0,121.0,345.0,240.0,1.55,0,219.64836601307186,Very Poor
7.96,668.0,170.0,28.0,24.0,130.0,22.0,5.0,1.1,1,66.21665456305979,Good
7.78,19180.0,1000.0,200.0,122.0,5459.0,1305.0,537.0,6.51,0,1122.1700798838053,Unsuitable
7.76,8810.0,1400.0,200.0,219.0,2042.0,840.0,417.0,1.04,0,688.8711692084242,Unsuitable
8.13,2960.0,270.0,28.0,49.0,347.0,106.0,2.0,2.4,0,162.12776567417092,Poor
7.65,4190.0,420.0,44.0,75.0,369.0,800.0,16.0,2.0,0,239.59176954732513,Very Poor
7.16,1220.0,380.0,88.0,39.0,199.0,10.0,97.0,0.95,0,142.86845800048414,Poor
7.81,3250.0,470.0,40.0,90.0,482.0,330.0,360.0,3.95,0,375.84066811909946,Unsuitable
7.7,540.0,180.0,36.0,22.0,35.0,20.0,22.0,0.1,1,55.59089808763011,Good
7.48,2190.0,620.0,80.0,102.0,447.0,214.0,55.0,0.5,0,194.643621399177,Poor
7.34,2070.0,640.0,168.0,54.0,475.0,223.0,60.0,0.32,0,188.92737835875093,Poor
7.78,1050.0,260.0,44.0,36.0,64.0,142.0,52.0,1.8,0,117.77913338174776,Poor
7.58,1200.0,430.0,48.0,75.0,121.0,37.0,74.0,0.42,0,135.60648753328493,Poor
7.58,1000.0,450.0,68.0,68.0,85.0,82.0,130.0,0.26,0,153.81965625756476,Poor
7.63,1170.0,470.0,76.0,68.0,128.0,53.0,115.0,0.46,0,156.85335269910433,Poor
7.33,2740.0,830.0,104.0,139.0,482.0,432.0,67.0,0.03,0,245.26598886468167,Very Poor
7.3,2590.0,470.0,54.0,81.0,369.0,403.0,55.0,0.11,0,184.27441297506655,Poor
7.37,2335.0,490.0,80.0,71.0,432.0,194.0,14.0,2.01,0,180.0086661825224,Poor
7.38,930.0,330.0,56.0,46.0,35.0,34.0,17.0,1.22,0,97.4149116436698,Good
7.61,1050.0,320.0,44.0,51.0,106.0,124.0,1.0,1.78,0,105.86308399903173,Poor
7.28,1230.0,250.0,52.0,29.0,106.0,186.0,18.0,1.53,0,105.37385620915032,Poor
7.21,2280.0,550.0,60.0,97.0,326.0,218.0,137.0,0.78,0,221.69145485354636,Very Poor
7.37,1630.0,380.0,45.0,65.0,199.0,50.0,54.0,2.5,0,159.35599128540304,Poor
7.5,870.0,220.0,28.0,36.0,35.0,52.0,13.0,0.88,0,76.89808763011378,Good
7.64,3320.0,870.0,132.0,131.0,468.0,528.0,34.0,0.99,0,264.67688211086903,Very Poor
7.83,1510.0,300.0,68.0,32.0,149.0,81.0,21.0,1.37,0,115.67044299201162,Poor
7.32,740.0,180.0,32.0,24.0,14.0,96.0,6.0,1.59,0,74.34945533769063,Good
7.61,3440.0,850.0,104.0,143.0,581.0,246.0,54.0,0.07,0,256.5750181554103,Very Poor
7.05,2200.0,500.0,56.0,88.0,291.0,254.0,54.0,0.08,0,170.3709513435004,Poor
7.73,2270.0,480.0,40.0,92.0,241.0,184.0,35.0,1.38,0,174.8483175986444,Poor
7.89,8300.0,540.0,72.0,87.0,1617.0,1045.0,8.0,2.05,0,399.9186153473736,Unsuitable
7.73,2765.0,490.0,28.0,102.0,390.0,357.0,143.0,1.78,0,249.75695957395303,Very Poor
7.9,570.0,170.0,24.0,27.0,35.0,48.0,3.0,0.74,1,57.14379084967321,Good
7.41,7250.0,1300.0,56.0,282.0,2269.0,253.0,60.0,2.3,0,500.119244734931,Unsuitable
8.18,2790.0,140.0,8.0,29.0,191.0,194.0,15.0,2.22,0,142.14582425562818,Poor
8.21,2890.0,140.0,20.0,22.0,191.0,218.0,4.0,1.5,1,131.29954006293875,Poor
7.79,3950.0,280.0,12.0,61.0,574.0,432.0,200.0,1.35,0,276.22406197046723,Very Poor
7.8,1150.0,300.0,16.0,63.0,121.0,70.0,0.0,1.24,0,99.04923747276689,Good
8.0,930.0,220.0,32.0,34.0,220.0,20.0,17.0,1.68,0,94.48608085209392,Good
7.41,1600.0,490.0,72.0,75.0,260.0,102.0,135.0,0.54,0,185.33405954974583,Poor
7.39,1380.0,310.0,60.0,39.0,184.0,180.0,50.0,0.48,0,119.69029290728638,Poor
7.68,2100.0,370.0,60.0,54.0,298.0,140.0,122.0,0.2,0,174.67881868796903,Poor
7.4,3150.0,560.0,116.0,66.0,820.0,55.0,190.0,1.1,0,275.07020091987414,Very Poor
7.81,2310.0,290.0,36.0,49.0,248.0,100.0,125.0,0.8,0,175.80445412733,Poor
7.56,1960.0,440.0,80.0,58.0,305.0,60.0,10.0,2.8,0,162.70346163156623,Poor
7.67,1420.0,170.0,40.0,17.0,191.0,65.0,110.0,1.22,0,131.80837569595738,Poor
7.74,1070.0,330.0,56.0,46.0,113.0,8.0,40.0,0.52,0,103.35662067296055,Poor
7.52,916.0,220.0,48.0,24.0,250.0,46.0,5.0,0.8,0,78.43815056886952,Good
7.82,2130.0,230.0,52.0,24.0,468.0,20.0,32.0,0.1,0,117.78847736625515,Poor
7.51,1650.0,420.0,60.0,66.0,319.0,88.0,105.0,2.29,0,188.1446623093682,Poor
7.33,1056.0,210.0,64.0,12.0,199.0,85.0,7.0,1.51,0,88.62154442023723,Good
7.39,849.0,210.0,44.0,24.0,128.0,70.0,55.0,0.8,0,93.37259743403534,Good
7.59,2010.0,490.0,76.0,73.0,445.0,98.0,160.0,2.1,0,230.34688937303315,Very Poor
7.42,720.0,180.0,28.0,27.0,78.0,65.0,40.0,0.8,1,79.4481239409344,Good
7.57,625.0,160.0,44.0,12.0,57.0,50.0,37.0,2.67,0,93.61094166061486,Good
7.6,980.0,260.0,76.0,17.0,121.0,20.0,1.0,3.32,0,108.54572742677318,Poor
8.05,375.0,180.0,32.0,24.0,71.0,7.0,14.0,0.7,1,56.67039457758411,Good
7.46,2720.0,280.0,108.0,2.0,808.0,47.0,13.0,3.52,0,180.44594529169694,Poor
7.21,4710.0,950.0,148.0,141.0,1333.0,395.0,8.0,1.95,0,330.9976276930525,Unsuitable
7.24,2410.0,660.0,152.0,68.0,425.0,135.0,400.0,0.2,0,334.85669329460177,Unsuitable
7.77,449.0,130.0,24.0,17.0,57.0,5.0,14.0,1.1,1,56.147373517308154,Good
7.75,5690.0,740.0,88.0,126.0,1234.0,710.0,140.0,3.6,0,412.97932703945776,Unsuitable
7.55,4420.0,680.0,52.0,134.0,1049.0,342.0,130.0,1.0,0,320.41820382473975,Unsuitable
7.84,2400.0,210.0,28.0,34.0,390.0,136.0,60.0,2.75,0,169.73347857661585,Poor
8.0,1540.0,100.0,12.0,17.0,92.0,80.0,27.0,5.3,0,140.85809731299926,Poor
7.83,3160.0,260.0,16.0,54.0,461.0,333.0,100.0,2.4,0,218.437521181312,Very Poor
7.5,750.0,230.0,64.0,17.0,92.0,20.0,17.0,0.3,0,67.7762769305253,Good
7.76,1680.0,230.0,16.0,46.0,206.0,81.0,22.0,2.82,0,133.4012103606875,Poor
7.75,4310.0,490.0,20.0,107.0,893.0,315.0,119.0,1.64,0,290.33241345921084,Very Poor
7.45,5350.0,1110.0,92.0,214.0,1149.0,826.0,340.0,1.3,0,513.7508109416607,Unsuitable
7.75,4350.0,520.0,44.0,100.0,638.0,536.0,440.0,0.75,0,415.6904381505689,Unsuitable
7.65,1850.0,520.0,20.0,114.0,220.0,96.0,48.0,1.2,0,171.06172839506175,Poor
7.71,1200.0,160.0,8.0,34.0,50.0,81.0,8.0,1.0,1,79.13459210844832,Good
6.9,14400.0,6100.0,1064.0,837.0,4963.0,2697.0,2.0,0.5,0,1422.023771483902,Unsuitable
7.72,3140.0,410.0,48.0,71.0,128.0,1144.0,14.0,1.2,0,207.18281287823774,Very Poor
7.52,1730.0,290.0,32.0,51.0,170.0,307.0,48.0,0.72,0,134.05954974582426,Poor
7.32,3130.0,810.0,64.0,158.0,581.0,155.0,91.0,0.25,0,260.1535705640281,Very Poor
7.54,1050.0,330.0,36.0,58.0,142.0,152.0,1.0,1.92,0,111.59714354877754,Poor
7.85,2210.0,490.0,84.0,68.0,284.0,86.0,212.0,0.73,0,234.11585572500604,Very Poor
7.64,2910.0,780.0,128.0,112.0,546.0,214.0,213.0,0.03,0,294.41597676107483,Very Poor
8.12,1410.0,250.0,16.0,51.0,199.0,65.0,3.0,0.74,0,95.71328976034857,Good
7.73,1390.0,360.0,36.0,66.0,205.0,201.0,6.0,0.12,0,108.30428467683369,Poor
7.27,1225.0,380.0,56.0,58.0,99.0,89.0,46.0,0.67,0,120.9025901718712,Poor
7.76,2040.0,630.0,72.0,109.0,284.0,165.0,85.0,0.46,0,198.35429678044056,Poor
7.69,970.0,280.0,28.0,51.0,85.0,115.0,2.0,0.76,0,86.22827402565964,Good
7.4,880.0,270.0,36.0,44.0,99.0,48.0,44.0,0.68,0,96.01999515855724,Good
7.9,1350.0,320.0,60.0,41.0,128.0,105.0,60.0,0.92,0,125.80058097313001,Poor
7.84,1600.0,230.0,16.0,46.0,135.0,32.0,45.0,3.32,0,143.21496005809732,Poor
7.56,585.0,111.0,35.0,6.0,34.0,74.0,46.0,0.9,0,68.39605422415879,Good
7.02,1531.0,565.0,116.0,67.0,190.0,196.0,13.0,1.01,0,148.01682401355603,Poor
7.16,1353.0,220.0,57.0,19.0,155.0,133.0,143.0,0.94,0,147.32195594287097,Poor
7.3,310.0,96.0,19.0,12.0,34.0,26.0,28.0,0.39,1,44.91638828370855,Excellent
7.3,310.0,96.0,19.0,12.0,34.0,26.0,28.0,0.39,1,44.91638828370855,Excellent
7.7,990.0,320.0,27.0,61.0,102.0,108.0,66.0,0.72,0,118.59665940450253,Poor
7.3,1035.0,255.0,45.0,35.0,137.0,108.0,53.0,0.39,0,100.39828128782376,Poor
7.2,567.0,205.0,31.0,31.0,84.0,26.0,46.0,1.6,0,89.87245219075284,Good
7.33,693.0,166.0,39.0,17.0,80.0,36.0,16.0,0.6,1,62.49068022270637,Good
7.44,699.0,166.0,45.0,13.0,38.0,60.0,18.0,0.76,1,64.58489469862019,Good
7.5,348.0,136.0,25.0,18.0,48.0,41.0,28.0,0.49,1,53.5672234325829,Good
7.28,766.0,176.0,36.0,21.0,102.0,60.0,63.0,0.65,0,87.34175744371822,Good
7.49,228.0,91.0,25.0,7.0,20.0,19.0,34.0,0.29,1,42.377027354151544,Excellent
7.3,1318.0,215.0,71.0,9.0,236.0,79.0,186.0,1.0,0,163.50856935366738,Poor
7.3,990.0,320.0,27.0,61.0,102.0,108.0,66.0,0.72,0,118.24807552650691,Poor
7.47,2340.0,540.0,40.0,107.0,284.0,504.0,25.0,0.73,0,186.22503025901716,Poor
8.25,712.0,200.0,36.0,27.0,82.0,30.0,7.0,0.44,1,63.067731784071654,Good
7.81,850.0,190.0,50.0,16.0,124.0,62.0,50.0,0.2,0,80.69828128782376,Good
7.0,410.0,135.0,30.0,15.0,32.0,34.0,42.0,1.59,0,72.84466230936819,Good
8.15,1410.0,300.0,90.0,18.0,234.0,82.0,61.0,0.31,0,117.48428951827646,Poor
8.12,760.0,270.0,56.0,32.0,78.0,48.0,28.0,0.61,0,84.13221980150085,Good
8.1,5590.0,1240.0,80.0,253.0,1702.0,53.0,35.0,0.51,0,392.6201404018397,Unsuitable
8.17,860.0,285.0,70.0,27.0,89.0,41.0,47.0,0.32,0,92.00583393851367,Good
8.1,1140.0,275.0,40.0,43.0,117.0,58.0,37.0,0.32,0,97.12837085451464,Good
8.14,380.0,75.0,20.0,6.0,18.0,45.0,9.0,0.31,1,35.55911401597676,Excellent
7.58,1175.0,160.0,60.0,2.0,227.0,72.0,8.0,0.51,1,73.11759864439603,Good
7.85,1660.0,235.0,60.0,21.0,248.0,48.0,40.0,0.46,0,108.81667877027355,Poor
7.37,1858.0,800.0,126.0,118.0,365.0,93.0,45.0,0.98,0,203.99055918663763,Very Poor
7.56,1201.0,520.0,60.0,90.0,128.0,72.0,46.0,1.66,0,153.23679496489953,Poor
6.76,2360.0,765.0,140.0,101.0,209.0,327.0,220.0,1.0,0,285.9951827644638,Very Poor
7.69,932.0,255.0,34.0,41.0,126.0,55.0,35.0,0.33,0,88.35049624788186,Good
7.53,840.0,210.0,34.0,30.0,89.0,46.0,12.0,0.42,0,69.58184458968773,Good
7.25,1064.0,280.0,38.0,45.0,149.0,59.0,4.0,0.6,0,86.09503752118131,Good
7.3,1008.0,210.0,52.0,19.0,123.0,66.0,84.0,0.84,0,108.68511256354394,Poor
